# JMP-table dispatch audit
# total sites: 3540
#
# Summary:
#   static_target           3347  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          37  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          71    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            84    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      1    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$08B34A  in func $08B330  base $01ABB6  kind=static_target
$08B37E  in func $08B370  base $01B588  kind=static_target
$08B3A4  in func $08B384  base $01B588  kind=static_target
$08B468  in func $08B458  base $0852D0  kind=static_target
$08B4E8  in func $08B4E8  base $084038  kind=static_target
$08B4F4  in func $08B4EC  base $085140  kind=static_target
$08B526  in func $08B512  base $01ABC6  kind=static_target
$08B56A  in func $08B554  base $084038  kind=static_target
$08B58C  in func $08B58C  base $085140  kind=static_target
$08B5E8  in func $08B5DC  base $085070  kind=static_target
$08B608  in func $08B608  base $0852A0  kind=static_target
$08B622  in func $08B616  base $085140  kind=static_target
$08B652  in func $08B652  base $0852A0  kind=static_target
$08B6A8  in func $08B6A8  base $01ABB6  kind=static_target
$08B72C  in func $08B720  base $01ABC6  kind=static_target
$08B750  in func $08B73A  base $01ABC6  kind=static_target
$08B762  in func $08B762  base $01ABB6  kind=static_target
$08B78A  in func $08B786  base $01ABC6  kind=static_target
$08B79C  in func $08B798  base $0850D4  kind=static_target
$08B8B2  in func $08B89A  base $084060  kind=static_target
$08B8BE  in func $08B8B6  base $085140  kind=static_target
$08B8F6  in func $08B8F2  base $084920  kind=static_target
$08BAFA  in func $08BAE4  base $085208  kind=static_target
$08BB8C  in func $08BB78  base $0848B6  kind=static_target
$08BC04  in func $08BC04  base $085636  kind=static_target
$08BC22  in func $08BC1E  base $084898  kind=static_target
$08BC90  in func $08BC6C  base $08488A  kind=static_target
$08BCD8  in func $08BCBA  base $084400  kind=static_target
$08BD16  in func $08BCF4  base $01AB52  kind=static_target
$08BD3C  in func $08BD3C  base $08488A  kind=static_target
$08BD82  in func $08BD7A  base $01ABC6  kind=static_target
$08BD96  in func $08BD88  base $00F93C  kind=static_target
$08BDD8  in func $08BDC2  base $084060  kind=static_target
$08BE68  in func $08BE50  base $084114  kind=static_target
$08BE92  in func $08BE92  base $085140  kind=static_target
$08BEA2  in func $08BE96  base $085140  kind=static_target
$08BEAC  in func $08BEA6  base $085140  kind=static_target
$08BF48  in func $08BF3E  base $084934  kind=static_target
$08BF60  in func $08BF4C  base $085180  kind=static_target
$08BF7C  in func $08BF74  base $085180  kind=static_target
$08BFC2  in func $08BFB4  base $085140  kind=static_target
$08BFEE  in func $08BFD4  base $084060  kind=static_target
$08C00A  in func $08C00A  base $08488A  kind=static_target
$08C02C  in func $08C026  base $084400  kind=static_target
$08C0DA  in func $08C0D4  base $08488A  kind=static_target
$08C0F4  in func $08C0F4  base $08488A  kind=static_target
$08C130  in func $08C11E  base $084920  kind=static_target
$08C13E  in func $08C13A  base $084040  kind=static_target
$08C18E  in func $08C17C  base $084934  kind=static_target
$08C19E  in func $08C19A  base $084040  kind=static_target
$08C2F6  in func $08C2E8  base $085140  kind=static_target
$08C324  in func $08C2FE  base $084060  kind=static_target
$08C336  in func $08C32A  base $084060  kind=static_target
$08C348  in func $08C33C  base $084060  kind=static_target
$08C36C  in func $08C36C  base $084400  kind=static_target
$08C388  in func $08C370  base $084934  kind=static_target
$08C3C0  in func $08C3BC  base $08C3C4  kind=fallback_hybrid/offset_table
$08C424  in func $08C41E  base $084CAC  kind=static_target
$08C42C  in func $08C428  base $08C430  kind=fallback_hybrid/offset_table
$08C452  in func $08C436  base $084898  kind=static_target
$08C48A  in func $08C484  base $08488A  kind=static_target
$08C492  in func $08C48E  base $08C496  kind=fallback_hybrid/offset_table
$08C49C  in func $08C49C  base $08488A  kind=static_target
$08C4BE  in func $08C4BA  base $08C4C2  kind=fallback_hybrid/offset_table
$08C4FE  in func $08C4F8  base $08488A  kind=static_target
$08C51E  in func $08C502  base $084920  kind=static_target
$08C544  in func $08C522  base $084920  kind=static_target
$08C5A6  in func $08C594  base $084114  kind=static_target
$08C5BA  in func $08C5BA  base $084114  kind=static_target
$08C5C4  in func $08C5C0  base $084114  kind=static_target
$08C646  in func $08C638  base $085140  kind=static_target
$08C65C  in func $08C64E  base $084060  kind=static_target
$08C68C  in func $08C680  base $01AB52  kind=static_target
$08C6AC  in func $08C692  base $084934  kind=static_target
$08C6D0  in func $08C6CA  base $084934  kind=static_target
$08C73C  in func $08C72E  base $085140  kind=static_target
$08C7AA  in func $08C79C  base $08488A  kind=static_target
$08C7EC  in func $08C7DE  base $084920  kind=static_target
$08C7FC  in func $08C7F8  base $084040  kind=static_target
$08C8A8  in func $08C8A8  base $08488A  kind=static_target
$08C8F0  in func $08C8E6  base $084934  kind=static_target
$08C982  in func $08C96C  base $085208  kind=static_target
$08C9E6  in func $08C9E2  base $084400  kind=static_target
$08CA1C  in func $08CA16  base $084400  kind=static_target
$08CA74  in func $08CA74  base $084400  kind=static_target
$08CAA6  in func $08CA96  base $084400  kind=static_target
$08CB02  in func $08CADA  base $08488A  kind=static_target
$08CB7A  in func $08CB56  base $084914  kind=static_target
$08CB90  in func $08CB90  base $01ABB6  kind=static_target
$08CBEC  in func $08CB9E  base $084114  kind=static_target
$08CC1A  in func $08CC14  base $01AB52  kind=static_target
$08CC36  in func $08CC2E  base $01AB52  kind=static_target
$08CC54  in func $08CC3C  base $0685E2  kind=static_target
$08CCAE  in func $08CC8C  base $084220  kind=static_target
$08CCD4  in func $08CCC2  base $01AB52  kind=static_target
$08CCF0  in func $08CCE8  base $01AB52  kind=static_target
$08CD2A  in func $08CCF6  base $084060  kind=static_target
$08CD58  in func $08CD4C  base $085160  kind=static_target
$08CD66  in func $08CD5C  base $084114  kind=static_target
$08CD92  in func $08CD92  base $084388  kind=static_target
$08CDB4  in func $08CD9C  base $0852AE  kind=static_target
$08CE30  in func $08CE30  base $085088  kind=static_target
$08CE4E  in func $08CE34  base $01ABC6  kind=static_target
$08CE54  in func $08CE54  base $0852A0  kind=static_target
$08CE7E  in func $08CE72  base $084388  kind=static_target
$08CEA8  in func $08CEA8  base $084400  kind=static_target
$08CF0A  in func $08CF0A  base $084400  kind=static_target
$08CF30  in func $08CF1E  base $01ABC6  kind=static_target
$08CF5C  in func $08CF5C  base $01ABB6  kind=static_target
$08D012  in func $08CFFE  base $084220  kind=static_target
$08D050  in func $08D046  base $084114  kind=static_target
$08D0AA  in func $08D0AA  base $0852AE  kind=static_target
$08D0DA  in func $08D0AE  base $084060  kind=static_target
$08D110  in func $08D0EA  base $00172C  kind=static_target
$08D33E  in func $08D33E  base $085140  kind=static_target
$08D364  in func $08D344  base $0685E2  kind=static_target
$08D384  in func $08D370  base $085140  kind=static_target
$08D3EC  in func $08D3E8  base $085140  kind=static_target
$08D44A  in func $08D446  base $085140  kind=static_target
$08D4C6  in func $08D4C2  base $01ABC6  kind=static_target
$08D4DE  in func $08D4CC  base $085160  kind=static_target
$08D500  in func $08D4E4  base $0852AE  kind=static_target
$08D538  in func $08D538  base $01ABB6  kind=static_target
$08D556  in func $08D53E  base $085FA0  kind=static_target
$08D598  in func $08D586  base $085070  kind=static_target
$08D5AA  in func $08D5A6  base $084038  kind=static_target
$08D5CE  in func $08D5BE  base $084060  kind=static_target
$08D5F4  in func $08D5F4  base $08488A  kind=static_target
$08D610  in func $08D602  base $084934  kind=static_target
$08D67A  in func $08D67A  base $084400  kind=static_target
$08D6A8  in func $08D6A8  base $084060  kind=static_target
$08D6D0  in func $08D6CA  base $08488A  kind=static_target
$08D6E0  in func $08D6D6  base $0852A0  kind=static_target
$08D71E  in func $08D6E6  base $01ABC6  kind=static_target
$08D736  in func $08D736  base $0852A0  kind=static_target
$08D772  in func $08D768  base $084400  kind=static_target
$08D78E  in func $08D78E  base $084400  kind=static_target
$08D7A2  in func $08D79C  base $084400  kind=static_target
$08D81A  in func $08D81A  base $084400  kind=static_target
$08D880  in func $08D876  base $01DC56  kind=static_target
$08DB0E  in func $08DAFC  base $085140  kind=static_target
$08DB38  in func $08DB1E  base $084060  kind=static_target
$08DB8E  in func $08DB76  base $085416  kind=static_target
$08DBCE  in func $08DBC6  base $084898  kind=static_target
$08DC3C  in func $08DC24  base $084920  kind=static_target
$08DC68  in func $08DC62  base $0850D4  kind=static_target
$08DC96  in func $08DC80  base $0857B4  kind=static_target
$08DCC4  in func $08DCC4  base $085732  kind=static_target
$08DD46  in func $08DD38  base $085140  kind=static_target
$08DDF2  in func $08DDE6  base $08488A  kind=static_target
$08DE34  in func $08DE26  base $084934  kind=static_target
$08DF4C  in func $08DF3C  base $084920  kind=static_target
$08DF62  in func $08DF52  base $084920  kind=static_target
$08E0BC  in func $08E0A4  base $085208  kind=static_target
$08E104  in func $08E0F0  base $084400  kind=static_target
$08E19C  in func $08E184  base $085208  kind=static_target
$08E1B8  in func $08E1AA  base $084328  kind=static_target
$08E206  in func $08E202  base $0845A0  kind=static_target
$08E24A  in func $08E236  base $01ABC6  kind=static_target
$08E2B2  in func $08E2A6  base $01ABC6  kind=static_target
$08E2B8  in func $08E2B8  base $01ABB6  kind=static_target
$08E2CE  in func $08E2CE  base $084920  kind=static_target
$08E2E4  in func $08E2D4  base $084220  kind=static_target
$08E35E  in func $08E35C  base $01ABB6  kind=static_target
$08E664  in func $08E656  base $085140  kind=static_target
$08E6B2  in func $08E696  base $084166  kind=static_target
$08E700  in func $08E6E6  base $08488A  kind=static_target
$08E76C  in func $08E76C  base $01ABC6  kind=static_target
$08E772  in func $08E772  base $0852A0  kind=static_target
$08E7F2  in func $08E7D4  base $084C72  kind=static_target
$08E85C  in func $08E856  base $084C72  kind=static_target
$08E87A  in func $08E876  base $000000  kind=dynamic_register
$08E8B8  in func $08E8B2  base $084C72  kind=static_target
$08E8C4  in func $08E8C4  base $08488A  kind=static_target
$08E94C  in func $08E946  base $084C72  kind=static_target
$08E9CE  in func $08E9C4  base $08E9D2  kind=fallback_hybrid/offset_table
$08EA7A  in func $08EA6C  base $085140  kind=static_target
$08EAC6  in func $08EAAA  base $084114  kind=static_target
$08EACC  in func $08EACC  base $08488A  kind=static_target
$08EB28  in func $08EB0A  base $084060  kind=static_target
$08EB78  in func $08EB2E  base $084060  kind=static_target
$08EB9E  in func $08EB8E  base $084A04  kind=static_target
$08EC1C  in func $08EC1C  base $08488A  kind=static_target
$08EC58  in func $08EC46  base $01ABC6  kind=static_target
$08EC82  in func $08EC74  base $01ABC6  kind=static_target
$08ECB0  in func $08ECB0  base $08488A  kind=static_target
$08ECE6  in func $08ECDA  base $08488A  kind=static_target
$08ED18  in func $08ED0E  base $08488A  kind=static_target
$08ED3E  in func $08ED3E  base $08459C  kind=static_target
$08EDB4  in func $08EDA6  base $085140  kind=static_target
$08EE16  in func $08EE0E  base $084060  kind=static_target
$08EF68  in func $08EF3C  base $01ABC6  kind=static_target
$08EF74  in func $08EF6E  base $0852A0  kind=static_target
$08EF8E  in func $08EF84  base $0843AE  kind=static_target
$08EFBE  in func $08EF94  base $084220  kind=static_target
$08F008  in func $08F004  base $0843AE  kind=static_target
$08F03C  in func $08F036  base $084920  kind=static_target
$08F048  in func $08F042  base $084920  kind=static_target
$08F10C  in func $08F0CA  base $084220  kind=static_target
$08F164  in func $08F11E  base $01ABC6  kind=static_target
$08F16E  in func $08F11E  base $0851D8  kind=static_target
$08F194  in func $08F11E  base $01ABC6  kind=static_target
$08F374  in func $08F36E  base $01AB52  kind=static_target
$08F38A  in func $08F37A  base $01ABC6  kind=static_target
$08F3B8  in func $08F390  base $01ABB6  kind=static_target
$08F3E2  in func $08F3DE  base $00172C  kind=static_target
$08F3F0  in func $08F3F0  base $02F77C  kind=static_target
$08F47C  in func $08F45E  base $0851B4  kind=static_target
$08F482  in func $08F45E  base $085070  kind=static_target
$08F4B0  in func $08F48E  base $084FA4  kind=static_target
$08F4BA  in func $08F48E  base $084038  kind=static_target
$08F4EA  in func $08F4E2  base $01AB52  kind=static_target
$08F532  in func $08F514  base $084060  kind=static_target
$08F764  in func $08F756  base $085070  kind=static_target
$08F774  in func $08F770  base $084038  kind=static_target
$08F7D4  in func $08F7A4  base $01ABC6  kind=static_target
$08F7DA  in func $08F7DA  base $0851D8  kind=static_target
$08F80C  in func $08F7F4  base $085416  kind=static_target
$08F818  in func $08F812  base $08488A  kind=static_target
$08F870  in func $08F862  base $08459C  kind=static_target
$08F8C0  in func $08F89A  base $01AB52  kind=static_target
$08F8D8  in func $08F8C6  base $01AB52  kind=static_target
$08F900  in func $08F8F0  base $084A04  kind=static_target
$08F948  in func $08F948  base $08488A  kind=static_target
$08F970  in func $08F95C  base $084934  kind=static_target
$08F99E  in func $08F99E  base $084400  kind=static_target
$08F9C8  in func $08F9C8  base $08488A  kind=static_target
$08FB24  in func $08FAEC  base $01ABC6  kind=static_target
$08FB30  in func $08FB2A  base $085088  kind=static_target
$08FB36  in func $08FB36  base $08594E  kind=static_target
$08FB46  in func $08FB42  base $084038  kind=static_target
$08FB70  in func $08FB70  base $08459C  kind=static_target
$08FB8A  in func $08FB76  base $0840B0  kind=static_target
$08FBB2  in func $08FB90  base $085180  kind=static_target
$08FBBE  in func $08FBB8  base $084400  kind=static_target
$08FD9A  in func $08FD96  base $085140  kind=static_target
$08FDAA  in func $08FDA0  base $085140  kind=static_target
